date,title,kws,loc,org,per,content
2023-03-25,Article sur Économie et Technologie,"['Économie', 'Environnement', 'Technologie']","['Berlin', 'Dakar', 'Pékin']",['OMS'],"['Von der Leyen', 'Mbappé']","Ceci est un article fictif parlant de Économie, Environnement, Technologie à Berlin, Dakar, Pékin."
2023-02-13,Article sur Politique et Santé,"['Politique', 'Santé']","['Moscou', 'Washington', 'Paris']",['OMS'],['Musk'],"Ceci est un article fictif parlant de Politique, Santé à Moscou, Washington, Paris."
2022-05-04,Article sur Économie et Environnement,"['Économie', 'Technologie', 'Environnement']",['Berlin'],['FMI'],['Von der Leyen'],"Ceci est un article fictif parlant de Économie, Technologie, Environnement à Berlin."
2022-09-28,Article sur Environnement et Environnement,['Environnement'],"['Moscou', 'Paris', 'Washington']",[],['Poutine'],"Ceci est un article fictif parlant de Environnement à Moscou, Paris, Washington."
2022-09-14,Article sur Santé et Sport,"['Santé', 'Santé', 'Sport']","['Pékin', 'Alger', 'Washington']",['Total'],[],"Ceci est un article fictif parlant de Santé, Santé, Sport à Pékin, Alger, Washington."
2022-04-19,Article sur Politique et Politique,['Politique'],['Berlin'],['UE'],[],Ceci est un article fictif parlant de Politique à Berlin.
2023-06-12,Article sur Sport et Sport,"['Sport', 'Santé', 'Sport']",['Paris'],['ONU'],"['Poutine', 'Xi Jinping']","Ceci est un article fictif parlant de Sport, Santé, Sport à Paris."
2023-01-22,Article sur Sport et Environnement,"['Sport', 'Environnement']","['Washington', 'Moscou', 'Alger']",['Total'],[],"Ceci est un article fictif parlant de Sport, Environnement à Washington, Moscou, Alger."
2023-10-08,Article sur Culture et Sport,"['Culture', 'Politique', 'Sport']","['Dakar', 'Bruxelles']","['Google', 'FMI']",['Xi Jinping'],"Ceci est un article fictif parlant de Culture, Politique, Sport à Dakar, Bruxelles."
2022-01-10,Article sur Santé et Santé,"['Santé', 'Santé']",['Bruxelles'],[],"['Musk', 'Biden']","Ceci est un article fictif parlant de Santé, Santé à Bruxelles."
2022-08-13,Article sur Technologie et Technologie,['Technologie'],"['Pékin', 'Paris']",['FMI'],"['Mbappé', 'Poutine']","Ceci est un article fictif parlant de Technologie à Pékin, Paris."
2022-03-21,Article sur Environnement et Environnement,['Environnement'],"['Berlin', 'Dakar']",[],"['Musk', 'Mbappé']","Ceci est un article fictif parlant de Environnement à Berlin, Dakar."
2022-01-07,Article sur Sport et Santé,"['Sport', 'Politique', 'Santé']","['Berlin', 'Londres']",[],[],"Ceci est un article fictif parlant de Sport, Politique, Santé à Berlin, Londres."
2022-03-16,Article sur Culture et Culture,"['Culture', 'Politique', 'Culture']",['Berlin'],"['Google', 'FMI']",['Macron'],"Ceci est un article fictif parlant de Culture, Politique, Culture à Berlin."
2023-11-23,Article sur Politique et Environnement,"['Politique', 'Environnement']",['Londres'],"['OTAN', 'FMI']",['Macron'],"Ceci est un article fictif parlant de Politique, Environnement à Londres."
2022-01-14,Article sur Politique et Politique,['Politique'],"['Dakar', 'Londres']",['OMS'],[],"Ceci est un article fictif parlant de Politique à Dakar, Londres."
2022-07-08,Article sur Sport et Économie,"['Sport', 'Économie']",['Bruxelles'],[],['Xi Jinping'],"Ceci est un article fictif parlant de Sport, Économie à Bruxelles."
2022-06-02,Article sur Environnement et Santé,"['Environnement', 'Sport', 'Santé']","['Berlin', 'Paris']","['Sanofi', 'Tesla']",['Zelensky'],"Ceci est un article fictif parlant de Environnement, Sport, Santé à Berlin, Paris."
2022-10-20,Article sur Technologie et Technologie,['Technologie'],['Berlin'],"['UE', 'FMI']",['Macron'],Ceci est un article fictif parlant de Technologie à Berlin.
2022-05-31,Article sur Politique et Technologie,"['Politique', 'Politique', 'Technologie']","['Alger', 'Moscou']",['OMS'],[],"Ceci est un article fictif parlant de Politique, Politique, Technologie à Alger, Moscou."
2023-08-17,Article sur Environnement et Environnement,['Environnement'],"['Alger', 'Bruxelles', 'Paris']",['OMS'],"['Poutine', 'Von der Leyen']","Ceci est un article fictif parlant de Environnement à Alger, Bruxelles, Paris."
2022-07-27,Article sur Sport et Sport,['Sport'],['Londres'],['FMI'],['Biden'],Ceci est un article fictif parlant de Sport à Londres.
2022-08-01,Article sur Culture et Technologie,"['Culture', 'Technologie']","['Dakar', 'Washington']","['OMS', 'ONU']",['Musk'],"Ceci est un article fictif parlant de Culture, Technologie à Dakar, Washington."
2022-08-15,Article sur Santé et Sport,"['Santé', 'Économie', 'Sport']",['Paris'],[],[],"Ceci est un article fictif parlant de Santé, Économie, Sport à Paris."
2023-08-28,Article sur Santé et Santé,['Santé'],['Alger'],['UE'],[],Ceci est un article fictif parlant de Santé à Alger.
2023-09-26,Article sur Culture et Sport,"['Culture', 'Sport']",['Moscou'],['OTAN'],[],"Ceci est un article fictif parlant de Culture, Sport à Moscou."
2023-10-05,Article sur Santé et Économie,"['Santé', 'Santé', 'Économie']",['Paris'],['Sanofi'],[],"Ceci est un article fictif parlant de Santé, Santé, Économie à Paris."
2023-10-20,Article sur Technologie et Technologie,['Technologie'],"['Berlin', 'Alger', 'Pékin']",[],"['Musk', 'Macron']","Ceci est un article fictif parlant de Technologie à Berlin, Alger, Pékin."
2023-09-06,Article sur Culture et Culture,"['Culture', 'Culture']",['Londres'],['Sanofi'],[],"Ceci est un article fictif parlant de Culture, Culture à Londres."
2022-02-28,Article sur Sport et Sport,"['Sport', 'Technologie', 'Sport']",['Dakar'],"['Tesla', 'OMS']",[],"Ceci est un article fictif parlant de Sport, Technologie, Sport à Dakar."
2022-07-03,Article sur Environnement et Économie,"['Environnement', 'Sport', 'Économie']","['Moscou', 'Dakar', 'Berlin']","['FMI', 'UE']",['Mbappé'],"Ceci est un article fictif parlant de Environnement, Sport, Économie à Moscou, Dakar, Berlin."
2023-11-13,Article sur Culture et Culture,"['Culture', 'Économie', 'Culture']","['Paris', 'Pékin']","['ONU', 'Tesla']","['Zelensky', 'Poutine']","Ceci est un article fictif parlant de Culture, Économie, Culture à Paris, Pékin."
2023-11-02,Article sur Environnement et Environnement,['Environnement'],"['Pékin', 'Dakar', 'Washington']",[],"['Macron', 'Poutine']","Ceci est un article fictif parlant de Environnement à Pékin, Dakar, Washington."
2022-08-07,Article sur Santé et Technologie,"['Santé', 'Technologie']","['Dakar', 'Bruxelles']","['Total', 'Tesla']",[],"Ceci est un article fictif parlant de Santé, Technologie à Dakar, Bruxelles."
2023-11-30,Article sur Sport et Économie,"['Sport', 'Économie']","['Paris', 'Washington']",['OTAN'],[],"Ceci est un article fictif parlant de Sport, Économie à Paris, Washington."
2022-05-05,Article sur Culture et Environnement,"['Culture', 'Politique', 'Environnement']","['Paris', 'Pékin', 'Moscou']",[],"['Poutine', 'Biden']","Ceci est un article fictif parlant de Culture, Politique, Environnement à Paris, Pékin, Moscou."
2023-07-24,Article sur Technologie et Environnement,"['Technologie', 'Culture', 'Environnement']","['Moscou', 'Dakar']",[],['Xi Jinping'],"Ceci est un article fictif parlant de Technologie, Culture, Environnement à Moscou, Dakar."
2023-07-25,Article sur Santé et Environnement,"['Santé', 'Environnement']",['Dakar'],[],"['Poutine', 'Biden']","Ceci est un article fictif parlant de Santé, Environnement à Dakar."
2022-05-15,Article sur Environnement et Politique,"['Environnement', 'Politique']","['Dakar', 'Paris', 'Moscou']","['Tesla', 'Google']",['Xi Jinping'],"Ceci est un article fictif parlant de Environnement, Politique à Dakar, Paris, Moscou."
2023-05-16,Article sur Environnement et Santé,"['Environnement', 'Santé']","['Pékin', 'Londres', 'Dakar']",['UE'],['Musk'],"Ceci est un article fictif parlant de Environnement, Santé à Pékin, Londres, Dakar."
2022-04-06,Article sur Technologie et Politique,"['Technologie', 'Politique']","['Londres', 'Moscou', 'Bruxelles']",['Google'],"['Zelensky', 'Biden']","Ceci est un article fictif parlant de Technologie, Politique à Londres, Moscou, Bruxelles."
2023-08-23,Article sur Technologie et Culture,"['Technologie', 'Culture']",['Londres'],"['OTAN', 'FMI']",['Mbappé'],"Ceci est un article fictif parlant de Technologie, Culture à Londres."
2023-03-14,Article sur Santé et Santé,['Santé'],['Berlin'],['Total'],[],Ceci est un article fictif parlant de Santé à Berlin.
2022-05-22,Article sur Technologie et Sport,"['Technologie', 'Sport']",['Dakar'],[],"['Musk', 'Macron']","Ceci est un article fictif parlant de Technologie, Sport à Dakar."
2022-02-16,Article sur Économie et Culture,"['Économie', 'Culture']","['Bruxelles', 'Moscou']","['ONU', 'OMS']","['Poutine', 'Biden']","Ceci est un article fictif parlant de Économie, Culture à Bruxelles, Moscou."
2022-05-11,Article sur Culture et Culture,"['Culture', 'Culture']","['Londres', 'Paris', 'Berlin']","['ONU', 'OMS']","['Poutine', 'Von der Leyen']","Ceci est un article fictif parlant de Culture, Culture à Londres, Paris, Berlin."
2022-01-01,Article sur Santé et Économie,"['Santé', 'Économie']","['Alger', 'Bruxelles', 'Paris']","['UE', 'OMS']",[],"Ceci est un article fictif parlant de Santé, Économie à Alger, Bruxelles, Paris."
2023-03-23,Article sur Culture et Environnement,"['Culture', 'Environnement']","['Alger', 'Paris']",['UE'],[],"Ceci est un article fictif parlant de Culture, Environnement à Alger, Paris."
2023-11-26,Article sur Politique et Politique,['Politique'],"['Alger', 'Londres', 'Washington']","['Google', 'Sanofi']",['Biden'],"Ceci est un article fictif parlant de Politique à Alger, Londres, Washington."
2023-09-15,Article sur Environnement et Santé,"['Environnement', 'Sport', 'Santé']","['Paris', 'Dakar']",['FMI'],[],"Ceci est un article fictif parlant de Environnement, Sport, Santé à Paris, Dakar."
2022-01-10,Article sur Santé et Environnement,"['Santé', 'Environnement']",['Dakar'],"['ONU', 'Sanofi']",['Biden'],"Ceci est un article fictif parlant de Santé, Environnement à Dakar."
2023-10-26,Article sur Politique et Politique,"['Politique', 'Politique']",['Moscou'],"['Tesla', 'Total']","['Musk', 'Xi Jinping']","Ceci est un article fictif parlant de Politique, Politique à Moscou."
2023-08-07,Article sur Culture et Culture,['Culture'],"['Washington', 'Paris', 'Bruxelles']",['OMS'],"['Poutine', 'Zelensky']","Ceci est un article fictif parlant de Culture à Washington, Paris, Bruxelles."
2023-07-09,Article sur Technologie et Technologie,['Technologie'],['Pékin'],[],[],Ceci est un article fictif parlant de Technologie à Pékin.
2022-08-05,Article sur Sport et Culture,"['Sport', 'Culture']","['Londres', 'Moscou', 'Dakar']",['OMS'],['Musk'],"Ceci est un article fictif parlant de Sport, Culture à Londres, Moscou, Dakar."
2023-09-07,Article sur Environnement et Environnement,"['Environnement', 'Technologie', 'Environnement']",['Berlin'],['Tesla'],[],"Ceci est un article fictif parlant de Environnement, Technologie, Environnement à Berlin."
2022-05-04,Article sur Sport et Santé,"['Sport', 'Politique', 'Santé']","['Pékin', 'Moscou', 'Bruxelles']","['OTAN', 'Tesla']",[],"Ceci est un article fictif parlant de Sport, Politique, Santé à Pékin, Moscou, Bruxelles."
2023-08-13,Article sur Sport et Environnement,"['Sport', 'Environnement']","['Alger', 'Pékin']",['UE'],['Xi Jinping'],"Ceci est un article fictif parlant de Sport, Environnement à Alger, Pékin."
2022-08-18,Article sur Environnement et Environnement,"['Environnement', 'Économie', 'Environnement']","['Pékin', 'Dakar']",['FMI'],"['Von der Leyen', 'Biden']","Ceci est un article fictif parlant de Environnement, Économie, Environnement à Pékin, Dakar."
2023-01-31,Article sur Culture et Culture,"['Culture', 'Santé', 'Culture']","['Washington', 'Londres']","['Sanofi', 'OMS']","['Zelensky', 'Biden']","Ceci est un article fictif parlant de Culture, Santé, Culture à Washington, Londres."
2023-06-24,Article sur Environnement et Environnement,['Environnement'],"['Moscou', 'Washington', 'Pékin']","['Tesla', 'OMS']",[],"Ceci est un article fictif parlant de Environnement à Moscou, Washington, Pékin."
2022-10-09,Article sur Santé et Santé,['Santé'],"['Alger', 'Paris', 'Londres']",[],"['Musk', 'Biden']","Ceci est un article fictif parlant de Santé à Alger, Paris, Londres."
2022-10-21,Article sur Sport et Sport,['Sport'],"['Moscou', 'Alger']",[],[],"Ceci est un article fictif parlant de Sport à Moscou, Alger."
2023-03-08,Article sur Sport et Sport,['Sport'],['Bruxelles'],['Tesla'],['Xi Jinping'],Ceci est un article fictif parlant de Sport à Bruxelles.
2023-07-21,Article sur Santé et Sport,"['Santé', 'Santé', 'Sport']",['Berlin'],['Sanofi'],['Poutine'],"Ceci est un article fictif parlant de Santé, Santé, Sport à Berlin."
2022-12-01,Article sur Culture et Économie,"['Culture', 'Technologie', 'Économie']","['Moscou', 'Bruxelles', 'Washington']","['UE', 'ONU']",[],"Ceci est un article fictif parlant de Culture, Technologie, Économie à Moscou, Bruxelles, Washington."
2022-08-20,Article sur Technologie et Sport,"['Technologie', 'Sport']",['Moscou'],"['Tesla', 'FMI']",[],"Ceci est un article fictif parlant de Technologie, Sport à Moscou."
2022-10-16,Article sur Sport et Politique,"['Sport', 'Environnement', 'Politique']","['Pékin', 'Londres']","['OMS', 'ONU']",[],"Ceci est un article fictif parlant de Sport, Environnement, Politique à Pékin, Londres."
2023-07-03,Article sur Économie et Santé,"['Économie', 'Culture', 'Santé']","['Alger', 'Pékin', 'Londres']",['Tesla'],['Zelensky'],"Ceci est un article fictif parlant de Économie, Culture, Santé à Alger, Pékin, Londres."
2022-02-06,Article sur Sport et Sport,['Sport'],"['Dakar', 'Paris']","['Tesla', 'OMS']","['Musk', 'Biden']","Ceci est un article fictif parlant de Sport à Dakar, Paris."
2023-09-08,Article sur Technologie et Économie,"['Technologie', 'Économie']","['Moscou', 'Alger']",[],[],"Ceci est un article fictif parlant de Technologie, Économie à Moscou, Alger."
2022-07-18,Article sur Environnement et Technologie,"['Environnement', 'Technologie']","['Alger', 'Londres', 'Washington']",[],[],"Ceci est un article fictif parlant de Environnement, Technologie à Alger, Londres, Washington."
2022-12-13,Article sur Culture et Culture,['Culture'],"['Paris', 'Londres', 'Dakar']",[],['Biden'],"Ceci est un article fictif parlant de Culture à Paris, Londres, Dakar."
2022-06-19,Article sur Santé et Environnement,"['Santé', 'Environnement']","['Berlin', 'Pékin', 'Londres']","['UE', 'OTAN']","['Zelensky', 'Xi Jinping']","Ceci est un article fictif parlant de Santé, Environnement à Berlin, Pékin, Londres."
2022-01-16,Article sur Technologie et Politique,"['Technologie', 'Politique']","['Washington', 'Bruxelles', 'Moscou']",['UE'],['Zelensky'],"Ceci est un article fictif parlant de Technologie, Politique à Washington, Bruxelles, Moscou."
2022-11-23,Article sur Politique et Politique,['Politique'],['Moscou'],['ONU'],['Von der Leyen'],Ceci est un article fictif parlant de Politique à Moscou.
2022-01-01,Article sur Sport et Technologie,"['Sport', 'Politique', 'Technologie']","['Moscou', 'Bruxelles', 'Washington']",['UE'],"['Von der Leyen', 'Mbappé']","Ceci est un article fictif parlant de Sport, Politique, Technologie à Moscou, Bruxelles, Washington."
2022-05-23,Article sur Environnement et Environnement,['Environnement'],"['Alger', 'Dakar', 'Washington']",[],"['Mbappé', 'Xi Jinping']","Ceci est un article fictif parlant de Environnement à Alger, Dakar, Washington."
2023-10-03,Article sur Environnement et Technologie,"['Environnement', 'Technologie']","['Bruxelles', 'Alger', 'Berlin']",[],"['Biden', 'Zelensky']","Ceci est un article fictif parlant de Environnement, Technologie à Bruxelles, Alger, Berlin."
2022-09-19,Article sur Culture et Culture,"['Culture', 'Culture']",['Berlin'],"['ONU', 'Sanofi']","['Macron', 'Von der Leyen']","Ceci est un article fictif parlant de Culture, Culture à Berlin."
2022-12-22,Article sur Sport et Politique,"['Sport', 'Politique']","['Berlin', 'Washington', 'Pékin']",['FMI'],"['Musk', 'Von der Leyen']","Ceci est un article fictif parlant de Sport, Politique à Berlin, Washington, Pékin."
2023-05-19,Article sur Économie et Santé,"['Économie', 'Santé']","['Pékin', 'Moscou', 'Berlin']","['Sanofi', 'UE']",[],"Ceci est un article fictif parlant de Économie, Santé à Pékin, Moscou, Berlin."
2023-04-19,Article sur Technologie et Technologie,['Technologie'],"['Bruxelles', 'Pékin']","['Total', 'OTAN']",[],"Ceci est un article fictif parlant de Technologie à Bruxelles, Pékin."
2023-10-16,Article sur Économie et Environnement,"['Économie', 'Économie', 'Environnement']","['Alger', 'Pékin', 'Dakar']",[],"['Von der Leyen', 'Macron']","Ceci est un article fictif parlant de Économie, Économie, Environnement à Alger, Pékin, Dakar."
2022-03-25,Article sur Environnement et Technologie,"['Environnement', 'Culture', 'Technologie']","['Washington', 'Bruxelles', 'Dakar']",[],['Biden'],"Ceci est un article fictif parlant de Environnement, Culture, Technologie à Washington, Bruxelles, Dakar."
2023-04-30,Article sur Culture et Économie,"['Culture', 'Environnement', 'Économie']",['Bruxelles'],[],['Biden'],"Ceci est un article fictif parlant de Culture, Environnement, Économie à Bruxelles."
2023-11-25,Article sur Culture et Culture,['Culture'],"['Moscou', 'Dakar', 'Bruxelles']",[],"['Biden', 'Von der Leyen']","Ceci est un article fictif parlant de Culture à Moscou, Dakar, Bruxelles."
2022-12-15,Article sur Santé et Culture,"['Santé', 'Économie', 'Culture']",['Bruxelles'],['UE'],['Xi Jinping'],"Ceci est un article fictif parlant de Santé, Économie, Culture à Bruxelles."
2023-05-10,Article sur Politique et Politique,['Politique'],['Pékin'],"['FMI', 'Tesla']",[],Ceci est un article fictif parlant de Politique à Pékin.
2023-10-19,Article sur Politique et Politique,['Politique'],['Alger'],['UE'],['Macron'],Ceci est un article fictif parlant de Politique à Alger.
2022-02-06,Article sur Technologie et Santé,"['Technologie', 'Culture', 'Santé']","['Dakar', 'Washington', 'Pékin']",['OTAN'],['Biden'],"Ceci est un article fictif parlant de Technologie, Culture, Santé à Dakar, Washington, Pékin."
2023-11-28,Article sur Santé et Santé,['Santé'],"['Londres', 'Dakar']",[],"['Musk', 'Macron']","Ceci est un article fictif parlant de Santé à Londres, Dakar."
2022-07-03,Article sur Technologie et Santé,"['Technologie', 'Culture', 'Santé']","['Alger', 'Washington']",['OMS'],[],"Ceci est un article fictif parlant de Technologie, Culture, Santé à Alger, Washington."
2022-05-12,Article sur Culture et Technologie,"['Culture', 'Santé', 'Technologie']",['Moscou'],['Tesla'],"['Xi Jinping', 'Biden']","Ceci est un article fictif parlant de Culture, Santé, Technologie à Moscou."
2022-10-01,Article sur Sport et Sport,['Sport'],"['Alger', 'Berlin']",[],"['Musk', 'Mbappé']","Ceci est un article fictif parlant de Sport à Alger, Berlin."
2022-12-22,Article sur Santé et Sport,"['Santé', 'Technologie', 'Sport']","['Bruxelles', 'Paris', 'Moscou']",['ONU'],[],"Ceci est un article fictif parlant de Santé, Technologie, Sport à Bruxelles, Paris, Moscou."
2023-03-08,Article sur Technologie et Technologie,['Technologie'],"['Paris', 'Alger', 'Pékin']","['OTAN', 'Google']",['Musk'],"Ceci est un article fictif parlant de Technologie à Paris, Alger, Pékin."
2022-11-29,Article sur Technologie et Sport,"['Technologie', 'Santé', 'Sport']",['Moscou'],['Sanofi'],"['Poutine', 'Zelensky']","Ceci est un article fictif parlant de Technologie, Santé, Sport à Moscou."
2022-06-21,Article sur Politique et Économie,"['Politique', 'Culture', 'Économie']","['Londres', 'Pékin', 'Alger']",['Google'],"['Von der Leyen', 'Biden']","Ceci est un article fictif parlant de Politique, Culture, Économie à Londres, Pékin, Alger."
2023-06-11,Article sur Technologie et Politique,"['Technologie', 'Technologie', 'Politique']","['Moscou', 'Alger', 'Paris']",[],"['Xi Jinping', 'Poutine']","Ceci est un article fictif parlant de Technologie, Technologie, Politique à Moscou, Alger, Paris."
2022-05-31,Article sur Culture et Politique,"['Culture', 'Politique']",['Londres'],[],[],"Ceci est un article fictif parlant de Culture, Politique à Londres."
2022-04-22,Article sur Sport et Environnement,"['Sport', 'Environnement']","['Washington', 'Londres', 'Paris']","['UE', 'Tesla']",[],"Ceci est un article fictif parlant de Sport, Environnement à Washington, Londres, Paris."
2022-12-24,Article sur Environnement et Politique,"['Environnement', 'Technologie', 'Politique']","['Dakar', 'Paris', 'Pékin']",['ONU'],['Macron'],"Ceci est un article fictif parlant de Environnement, Technologie, Politique à Dakar, Paris, Pékin."
2022-11-25,Article sur Culture et Culture,['Culture'],"['Alger', 'Dakar']",['Sanofi'],['Mbappé'],"Ceci est un article fictif parlant de Culture à Alger, Dakar."
2023-01-20,Article sur Environnement et Technologie,"['Environnement', 'Santé', 'Technologie']",['Paris'],"['OMS', 'OTAN']",[],"Ceci est un article fictif parlant de Environnement, Santé, Technologie à Paris."
2023-04-14,Article sur Politique et Politique,['Politique'],"['Alger', 'Paris']",[],"['Musk', 'Xi Jinping']","Ceci est un article fictif parlant de Politique à Alger, Paris."
2023-06-10,Article sur Environnement et Environnement,['Environnement'],['Bruxelles'],[],"['Xi Jinping', 'Musk']",Ceci est un article fictif parlant de Environnement à Bruxelles.
2022-04-15,Article sur Technologie et Technologie,['Technologie'],"['Washington', 'Paris']",['Tesla'],"['Zelensky', 'Xi Jinping']","Ceci est un article fictif parlant de Technologie à Washington, Paris."
2023-02-17,Article sur Politique et Sport,"['Politique', 'Sport']",['Washington'],"['Sanofi', 'FMI']","['Mbappé', 'Von der Leyen']","Ceci est un article fictif parlant de Politique, Sport à Washington."
2023-04-12,Article sur Santé et Santé,"['Santé', 'Santé']","['Paris', 'Dakar']",[],"['Biden', 'Macron']","Ceci est un article fictif parlant de Santé, Santé à Paris, Dakar."
2022-02-20,Article sur Économie et Technologie,"['Économie', 'Politique', 'Technologie']","['Alger', 'Moscou']",['OTAN'],"['Xi Jinping', 'Von der Leyen']","Ceci est un article fictif parlant de Économie, Politique, Technologie à Alger, Moscou."
2023-10-06,Article sur Économie et Économie,['Économie'],"['Washington', 'Paris']",['OMS'],"['Mbappé', 'Macron']","Ceci est un article fictif parlant de Économie à Washington, Paris."
2023-05-07,Article sur Technologie et Technologie,['Technologie'],"['Alger', 'Dakar', 'Londres']","['Google', 'FMI']",['Von der Leyen'],"Ceci est un article fictif parlant de Technologie à Alger, Dakar, Londres."
2023-08-11,Article sur Technologie et Environnement,"['Technologie', 'Culture', 'Environnement']",['Pékin'],[],[],"Ceci est un article fictif parlant de Technologie, Culture, Environnement à Pékin."
2022-09-20,Article sur Technologie et Économie,"['Technologie', 'Technologie', 'Économie']",['Berlin'],['UE'],[],"Ceci est un article fictif parlant de Technologie, Technologie, Économie à Berlin."
2023-01-23,Article sur Santé et Santé,['Santé'],"['Dakar', 'Pékin', 'Berlin']",[],"['Xi Jinping', 'Zelensky']","Ceci est un article fictif parlant de Santé à Dakar, Pékin, Berlin."
2022-02-08,Article sur Technologie et Santé,"['Technologie', 'Économie', 'Santé']","['Washington', 'Moscou']",[],"['Macron', 'Von der Leyen']","Ceci est un article fictif parlant de Technologie, Économie, Santé à Washington, Moscou."
2022-08-11,Article sur Politique et Culture,"['Politique', 'Économie', 'Culture']",['Moscou'],"['UE', 'ONU']",['Von der Leyen'],"Ceci est un article fictif parlant de Politique, Économie, Culture à Moscou."
2022-01-20,Article sur Politique et Politique,['Politique'],"['Paris', 'Londres', 'Berlin']",[],[],"Ceci est un article fictif parlant de Politique à Paris, Londres, Berlin."
2023-04-08,Article sur Environnement et Économie,"['Environnement', 'Économie']","['Pékin', 'Bruxelles']",[],[],"Ceci est un article fictif parlant de Environnement, Économie à Pékin, Bruxelles."
2022-12-18,Article sur Santé et Technologie,"['Santé', 'Technologie']",['Dakar'],['Total'],[],"Ceci est un article fictif parlant de Santé, Technologie à Dakar."
2022-05-01,Article sur Environnement et Technologie,"['Environnement', 'Technologie']","['Pékin', 'Bruxelles', 'Moscou']",['UE'],[],"Ceci est un article fictif parlant de Environnement, Technologie à Pékin, Bruxelles, Moscou."
2023-04-06,Article sur Culture et Technologie,"['Culture', 'Technologie']","['Dakar', 'Paris', 'Pékin']",[],[],"Ceci est un article fictif parlant de Culture, Technologie à Dakar, Paris, Pékin."
2023-03-18,Article sur Santé et Environnement,"['Santé', 'Environnement']",['Alger'],['FMI'],[],"Ceci est un article fictif parlant de Santé, Environnement à Alger."
2022-05-23,Article sur Sport et Sport,['Sport'],['Alger'],"['Google', 'OMS']",['Zelensky'],Ceci est un article fictif parlant de Sport à Alger.
2022-02-22,Article sur Économie et Technologie,"['Économie', 'Technologie']",['Berlin'],"['ONU', 'OMS']",['Von der Leyen'],"Ceci est un article fictif parlant de Économie, Technologie à Berlin."
2023-10-23,Article sur Culture et Culture,['Culture'],['Pékin'],"['FMI', 'Google']",['Zelensky'],Ceci est un article fictif parlant de Culture à Pékin.
2023-01-24,Article sur Politique et Économie,"['Politique', 'Économie']","['Alger', 'Pékin', 'Berlin']",['ONU'],[],"Ceci est un article fictif parlant de Politique, Économie à Alger, Pékin, Berlin."
2022-04-02,Article sur Environnement et Environnement,['Environnement'],"['Pékin', 'Moscou']",[],['Zelensky'],"Ceci est un article fictif parlant de Environnement à Pékin, Moscou."
2023-06-25,Article sur Sport et Sport,['Sport'],['Pékin'],[],[],Ceci est un article fictif parlant de Sport à Pékin.
2023-08-13,Article sur Santé et Culture,"['Santé', 'Santé', 'Culture']","['Bruxelles', 'Pékin', 'Alger']",[],['Musk'],"Ceci est un article fictif parlant de Santé, Santé, Culture à Bruxelles, Pékin, Alger."
2022-06-14,Article sur Technologie et Politique,"['Technologie', 'Culture', 'Politique']","['Moscou', 'Alger']",[],['Macron'],"Ceci est un article fictif parlant de Technologie, Culture, Politique à Moscou, Alger."
2022-12-04,Article sur Santé et Politique,"['Santé', 'Politique']",['Londres'],[],[],"Ceci est un article fictif parlant de Santé, Politique à Londres."
2022-01-12,Article sur Politique et Politique,['Politique'],"['Pékin', 'Washington', 'Moscou']",[],"['Von der Leyen', 'Biden']","Ceci est un article fictif parlant de Politique à Pékin, Washington, Moscou."
2023-07-24,Article sur Politique et Technologie,"['Politique', 'Technologie']","['Londres', 'Paris', 'Dakar']",[],[],"Ceci est un article fictif parlant de Politique, Technologie à Londres, Paris, Dakar."
2022-11-02,Article sur Santé et Technologie,"['Santé', 'Technologie']","['Dakar', 'Washington']","['UE', 'OTAN']",[],"Ceci est un article fictif parlant de Santé, Technologie à Dakar, Washington."
2022-08-15,Article sur Politique et Politique,['Politique'],"['Washington', 'Moscou']",['Tesla'],[],"Ceci est un article fictif parlant de Politique à Washington, Moscou."
2022-10-18,Article sur Environnement et Culture,"['Environnement', 'Culture']","['Dakar', 'Londres', 'Alger']",[],"['Musk', 'Xi Jinping']","Ceci est un article fictif parlant de Environnement, Culture à Dakar, Londres, Alger."
2022-02-28,Article sur Environnement et Économie,"['Environnement', 'Économie']","['Alger', 'Paris']","['FMI', 'UE']","['Macron', 'Musk']","Ceci est un article fictif parlant de Environnement, Économie à Alger, Paris."
2023-02-09,Article sur Santé et Environnement,"['Santé', 'Économie', 'Environnement']",['Bruxelles'],['Google'],[],"Ceci est un article fictif parlant de Santé, Économie, Environnement à Bruxelles."
2022-09-16,Article sur Environnement et Environnement,['Environnement'],['Bruxelles'],"['FMI', 'OMS']",[],Ceci est un article fictif parlant de Environnement à Bruxelles.
2022-10-02,Article sur Santé et Santé,['Santé'],"['Pékin', 'Berlin', 'Moscou']","['FMI', 'OTAN']",[],"Ceci est un article fictif parlant de Santé à Pékin, Berlin, Moscou."
2022-02-27,Article sur Culture et Politique,"['Culture', 'Technologie', 'Politique']","['Washington', 'Paris']",[],"['Biden', 'Poutine']","Ceci est un article fictif parlant de Culture, Technologie, Politique à Washington, Paris."
2022-08-10,Article sur Environnement et Sport,"['Environnement', 'Sport']",['Berlin'],"['Sanofi', 'Tesla']",[],"Ceci est un article fictif parlant de Environnement, Sport à Berlin."
2022-02-20,Article sur Environnement et Politique,"['Environnement', 'Technologie', 'Politique']","['Dakar', 'Berlin', 'Pékin']",[],"['Macron', 'Xi Jinping']","Ceci est un article fictif parlant de Environnement, Technologie, Politique à Dakar, Berlin, Pékin."
